file	online_route_in_trail	cap_text_anywhere	trail_routes
QF_ABV/dwp_formulas/try3_sameret_functions_dwp_pr.hold_file.il.dwp.smt2	yes	yes	abv-online-cdclt,array-fast-path,dl-online,fd:parse,probe
QF_ABV/dwp_formulas/try3_sameret_functions_dwp_who.set_quoting_style.il.dwp.smt2	yes	yes	abv-online-cdclt,array-fast-path,dl-online,fd:parse,probe
QF_ABV/dwp_formulas/try3_true_functions_dwp_csplit.set_char_quoting.il.dwp.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABV/dwp_formulas/try3_true_functions_dwp_uptime.get_quoting_style.il.dwp.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABV/dwp_formulas/try4_difret_functions_disjunctions_touch.set_quoting_style.il.disjunctions_1.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABV/dwp_formulas/try4_true_functions_dwp_cut.get_quoting_style.il.dwp.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABV/dwp_formulas/try5_small_difret_functions_dwp_cat.next_line_num.il.dwp.smt2	yes	yes	abv-online-cdclt,array-fast-path,dl-online,fd:bounded-completeness-unsat,fd:length-lia,fd:lex-order,fd:membership,fd:online-string,fd:parse,fd:source-string-sat-probe,fd:source-string-semantic-unsat,fd:string-gate,fd:word-route,probe,qf-abv-array-decline
QF_ABV/dwp_formulas/try5_small_difret_functions_dwp_paste.set_quoting_style.il.dwp.smt2	yes	yes	abv-online-cdclt,array-fast-path,dl-online,fd:parse,probe
QF_ABV/dwp_formulas/try5_small_difret_functions_dwp_vdir.strcmp_size.il.dwp.smt2	yes	yes	abv-online-cdclt,array-fast-path,dl-online,fd:bounded-completeness-unsat,fd:length-lia,fd:lex-order,fd:membership,fd:online-string,fd:parse,fd:source-string-sat-probe,fd:source-string-semantic-unsat,fd:string-gate,fd:word-route,probe,qf-abv-array-decline
QF_ABV/dwp_formulas/try5_small_difret_functions_flanagansaxe_mv.set_author.il.flanagansaxe.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABV/dwp_formulas/try5_small_difret_functions_flanagansaxe_uniq.initbuffer.il.flanagansaxe.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABV/dwp_formulas/try5_small_difret_functions_fse-bfs_vdir.rev_xstrcoll_mtime.il.fse-bfs.smt2	yes	yes	abv-online-cdclt,array-fast-path,dl-online,fd:parse,probe
QF_ABV/dwp_formulas/try5_small_difret_functions_wp_test.close_stdout_set_file_name.il.wp.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABV/dwp_formulas/try5_small_noof_functions_dwp_ptx.re_string_construct_common.il.dwp.smt2	yes	yes	abv-online-cdclt,array-fast-path,dl-online,fd:parse,probe
QF_ABV/dwp_formulas/try5_small_noof_functions_flanagansaxe_id.get_quoting_style.il.flanagansaxe.smt2	no	no	dl-online,fd:parse,probe,qf-bv
QF_ABV/dwp_formulas/try5_small_noof_functions_fse-bfs_expr.optimize_subexps.il.fse-bfs.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABV/dwp_formulas/try5_small_true_functions_flanagansaxe_cat.next_line_num.il.flanagansaxe.smt2	yes	no	abv-online-cdclt,array-fast-path,dl-online,fd:parse,probe
QF_ABV/egt/egt-0026.smt2	no	no	array-unsat-refuter,fd:parse,probe
QF_ABV/egt/egt-0334.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABV/egt/egt-0641.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABV/egt/egt-0948.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABV/egt/egt-1251.smt2	no	no	array-unsat-refuter,fd:parse,probe
QF_ABV/egt/egt-1558.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABV/egt/egt-1875.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABV/egt/egt-2179.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABV/egt/egt-2488.smt2	no	no	array-unsat-refuter,fd:parse,probe
QF_ABV/egt/egt-2798.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABV/egt/egt-3108.smt2	no	no	array-unsat-refuter,fd:parse,probe
QF_ABV/egt/egt-3417.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABV/egt/egt-3720.smt2	no	no	array-unsat-refuter,fd:parse,probe
QF_ABV/egt/egt-4025.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABV/egt/egt-4333.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABV/egt/egt-4640.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABV/egt/egt-4947.smt2	no	no	array-unsat-refuter,fd:parse,probe
QF_ABV/egt/egt-5252.smt2	no	no	array-unsat-refuter,fd:parse,probe
QF_ABV/egt/egt-5559.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABV/egt/egt-5870.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABV/egt/egt-6174.smt2	no	no	array-unsat-refuter,fd:parse,probe
QF_ABV/egt/egt-6488.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABV/egt/egt-6804.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABV/egt/egt-7113.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABV/egt/egt-7414.smt2	no	no	array-unsat-refuter,fd:parse,probe
QF_ABV/egt/egt-7721.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABV/klee-selected-smt2/cu-no-caches/_csplit-query-000018.smt2	yes	yes	abv-online-cdclt,array-fast-path,dl-online,fd:bounded-completeness-unsat,fd:length-lia,fd:lex-order,fd:membership,fd:online-string,fd:parse,fd:source-string-sat-probe,fd:source-string-semantic-unsat,fd:string-gate,fd:word-route,probe
QF_ABV/klee-selected-smt2/cu-no-caches/_factor-query-004607.smt2	yes	yes	abv-online-cdclt,array-fast-path,dl-online,fd:parse,probe
QF_ABV/platania/no_init_multi_delete/no_init_multi_delete135.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
