=== LIB SWEEP (--skip reconstruct::) ===
    Finished `test` profile [unoptimized + debuginfo] target(s) in 0.95s
     Running unittests src/lib.rs (/data0/axeyum/dt-field-expansion-target-check/debug/deps/axeyum_solver-acf47eaa496561d6)
test dl_online::tests::boolean_equality_gate_admits_its_models ... ok
test dl_online::tests::a_boolean_structured_difference_logic_unsat_now_carries_a_trust_step ... ok
test dl_online::tests::boolean_equality_is_a_skeleton_gate ... ok
test dl_online::tests::boolean_structure_declines_the_export ... ok
test dl_online::tests::boolean_structure_is_refuted_by_two_lemmas ... ok
test dl_online::tests::conflicts_carry_the_trigger_literal ... ok
test dl_online::tests::both_propagation_scans_stop_above_the_vertex_cap ... ok
test dl_online::tests::conjunctive_real_cycle_exports_a_verified_certificate ... ok
test dl_online::tests::equality_between_distinct_variables_is_expanded ... ok
test dl_online::tests::equality_conjunct_shares_one_origin ... ok
test dl_online::tests::equality_fallback_budget_is_narrowly_structural ... ok
test dl_online::tests::floor_and_ceil_are_exact_at_negative_rationals ... ok
test dl_online::tests::front_door_reports_a_certified_difference_logic_unsat ... ok
test dl_online::tests::integer_edge_tightening_matches_the_semantics ... ok
test dl_online::tests::integer_tightening_at_a_negative_bound ... ok
test dl_online::tests::integer_tightening_makes_the_real_feasible_system_unsat ... ok
test dl_online::tests::integer_tightening_refutation_declines_the_export ... ok
test dl_online::tests::integer_untightened_refutation_exports ... ok
test dl_online::tests::large_boolean_structured_refutation_is_decided_not_unknown ... ok
test dl_online::tests::large_conjunctive_refutation_stays_certified ... ok
test dl_online::tests::mixed_sorts_fall_through ... ok
test dl_online::tests::negated_atom_unit_is_exported ... ok
test dl_online::tests::negated_equality_is_a_skeleton_disjunction ... ok
test dl_online::tests::negated_integer_atom_tightens ... ok
test dl_online::tests::negative_cycle_certificate_verifies ... ok
test dl_online::tests::non_difference_equality_falls_through ... ok
test dl_online::tests::non_negative_cycle_certificate_is_rejected ... ok
test dl_online::tests::non_unit_coefficient_falls_through ... ok
test dl_online::tests::out_of_fragment_declines_the_export ... ok
test dl_online::tests::pop_restores_feasibility ... ok
test dl_online::tests::product_falls_through ... ok
test dl_online::tests::propagation_is_entailed_and_explained ... ok
test dl_online::tests::real_feasible_system_is_sat_and_replays ... ok
test dl_online::tests::real_negative_cycle_is_unsat ... ok
test dl_online::tests::real_satisfiable_disequality_replays ... ok
test dl_online::tests::real_strict_edges_are_not_integer_tightened ... ok
test dl_online::tests::real_strict_edges_carry_a_negative_delta ... ok
test dl_online::tests::satisfiable_conjunction_exports_no_certificate ... ok
test dl_online::tests::satisfiable_disequality_produces_a_separating_model ... ok
test dl_online::tests::self_difference_atoms_are_constants ... ok
test dl_online::tests::single_variable_bounds_do_not_cite_the_zero_vertex ... ok
test dl_online::tests::single_variable_bounds_use_the_zero_vertex ... ok
test auto::tests::oversized_lia_dpll_admission_declines_before_spending_the_online_probe_reserve ... ok
test dl_online::tests::strict_versus_non_strict_at_zero ... ok
test dl_online::tests::timeout_detail_reports_only_available_stable_counts ... ok
test dl_online::tests::weight_order_is_the_delta_rational_order ... ok
test dl_online::tests::zero_budget_expires_before_the_difference_logic_front_end ... ok
test dl_online::tests::zero_weight_cycle_exports_a_strict_certificate ... ok
test dl_online::tests::zero_weight_cycle_is_not_a_refutation ... ok
test dl_online::tests::zero_weight_cycle_refutes_only_when_strict ... ok
test dpll_lia::tests::a_minimized_but_still_wide_core_consumes_the_retention_budget ... ok
test dpll_lia::tests::abstractor_collapses_order_complements_to_boolean_negations ... ok
test dpll_lia::tests::abstractor_folds_generated_boolean_definition_tautologies ... ok
test dpll_lia::tests::abstractor_folds_integer_bound_and_contradiction_before_atoms ... ok
test dpll_lia::tests::abstractor_folds_integer_bound_or_tautology_before_atoms ... ok
test dpll_lia::tests::abstractor_folds_self_order_atoms_and_equalities ... ok
test dpll_lia::tests::abstractor_honors_an_expired_deadline ... ok
test dpll_lia::tests::abstractor_rejects_unsupported_integer_mod_atom ... ok
test dpll_lia::tests::abstractor_reuses_negated_order_atoms ... ok
test dpll_lia::tests::abstractor_reuses_reversed_order_atoms ... ok
test dpll_lia::tests::abstractor_scales_linearly_on_a_wide_boolean_disjunction ... ok
test dpll_lia::tests::abstractor_short_circuits_boolean_constants ... ok
test cdclt::termination_tests::non_monotone_theory_terminates_and_is_sound ... ok
test dpll_lia::tests::an_exhausted_minimization_budget_retains_the_core_unminimized ... ok
test dpll_lia::tests::an_expired_deadline_spends_no_minimization_work ... ok
test dpll_lia::tests::arith_core_stats_report_source_counts ... ok
test dl_online::tests::difference_logic_scan_survives_a_deep_boolean_spine_in_stable_order ... ok
test dpll_lia::tests::bool_skeleton_simplifies_duplicate_and_complementary_literals ... ok
test dpll_lia::tests::cheap_integer_affine_bound_cores_batch_general_linear_conflicts ... ok
test dpll_lia::tests::cheap_integer_bound_core_uses_current_literal_polarity ... ok
test dpll_lia::tests::cheap_integer_bound_cores_batch_independent_conflicts ... ok
test dpll_lia::tests::cheap_integer_difference_core_finds_negative_cycle ... ok
test dpll_lia::tests::crossing_a_difference_core_bound_is_recorded_with_its_numbers ... ok
test dpll_lia::tests::crossing_the_pre_sat_rectangle_is_recorded_with_its_numbers ... ok
test dpll_lia::tests::declining_initial_bound_implications_is_recorded ... ok
test dpll_lia::tests::false_full_replay_candidate_is_unknown_not_backend_error ... ok
test dpll_lia::tests::incremental_arith_dpll_accepts_strengthened_assertions ... ok
test dpll_lia::tests::joint_large_skeleton_budget_declines_before_the_first_sat_round ... ok
test dpll_lia::tests::justified_support_ignores_dead_or_branch_conflict ... ok
test dpll_lia::tests::lia_budget_unknown_reports_support_stats ... ok
test dpll_lia::tests::moderate_pre_sat_skeleton_envelope_is_conjunctive_and_bounded ... ok
test dpll_lia::tests::narrow_retained_cores_do_not_consume_the_retention_budget ... ok
test dpll_lia::tests::opaque_uf_model_replay_is_unknown_not_error ... ok
test dpll_lia::tests::reusable_arith_lemmas_capture_dynamic_cores ... ok
test dpll_lia::tests::reusable_arith_lemmas_skip_regenerated_initial_bounds ... ok
test dpll_lia::tests::the_abstraction_expands_a_shared_dag_once_per_node ... ok
test dpll_lia::tests::the_bound_scan_fixture_can_tell_the_two_scans_apart ... ok
test dpll_lia::tests::the_cached_bound_vector_equals_a_full_rescan ... ok
test dpll_lia::tests::the_indexed_bound_scan_matches_the_quadratic_scan_pair_for_pair ... ok
test auto::tests::mbqi_one_level_fixed_retry_is_guarded_and_replays_unfixed_seed_111_shape ... ok
test dpll_lia::tests::the_minimization_budget_bounds_deletion_work_in_oracle_calls ... ok
test dpll_lia::tests::the_presat_boundary_rescue_is_off_in_the_shipped_build ... ok
test dpll_lia::tests::the_presat_envelope_lever_is_off_unless_spelled_exactly ... ok
test dpll_lia::tests::the_presat_rescue_fixture_is_one_the_rescue_would_decide ... ok
test dpll_lia::tests::the_presat_rescue_flags_are_off_unless_spelled_exactly ... ok
test dpll_lia::tests::the_presat_rescue_is_offered_once_per_process ... ok
test dpll_lia::tests::theory_model_preserves_decline_and_inconsistency_instead_of_defaulting ... ok
test dpll_lia::tests::upfront_integer_bound_complement_implication_lemmas_are_certified ... ok
test dpll_lia::tests::upfront_integer_bound_implication_lemmas_are_certified ... ok
test dpll_lia::tests::upfront_integer_bound_mutex_lemmas_are_certified ... ok
test dpll_lia::tests::wide_theory_core_budget_declines_before_another_sat_round ... ok
test dpll_t::tests::a_bool_sorted_uninterpreted_predicate_is_refused_by_the_operator_whitelist ... ok
test dpll_t::tests::a_bound_certificate_is_reused_and_gives_the_same_core_as_re_deriving ... ok
test dpll_lia::tests::the_indexed_refresh_seeds_exactly_the_clauses_a_full_rebuild_does ... ok
test dpll_t::tests::a_certificate_from_a_different_literal_set_is_rejected_and_rebuilt ... ok
test dpll_t::tests::a_certificate_that_does_not_line_up_blocks_the_whole_cube ... ok
test dpll_t::tests::a_pure_boolean_skeleton_is_admitted_to_the_warm_arm ... ok
test dpll_t::tests::a_real_equality_is_refused_even_though_its_sort_is_bool ... ok
test dpll_t::tests::a_shared_subterm_is_abstracted_once_not_once_per_path ... ok
test dpll_t::tests::a_skeleton_carrying_a_real_atom_is_refused_by_the_warm_arm ... ok
test dpll_t::tests::an_out_of_scope_skeleton_falls_back_to_the_cold_arm ... ok
test dpll_t::tests::the_memoised_abstraction_keeps_the_verdict ... ok
test dpll_t::tests::the_real_sort_scan_does_not_re_traverse_the_subtree_per_node ... ok
test dpll_t::tests::the_warm_and_cold_arms_agree_round_by_round ... ok
test dpll_t::tests::the_boolean_abstraction_bails_at_an_expired_deadline ... ok
test euf::tests::lazy_declared_sort_distinct_chain_stays_non_sat_and_sound ... ok
test euf::tests::lazy_declared_sort_encoded_sat_only_escapes_when_it_replays ... ok
test euf::tests::lazy_declared_sort_oversized_pairs_refuse_fast ... ok
test euf::tests::lazy_declared_sort_refutes_congruence_violation ... ok
test euf::tests::lazy_declared_sort_refutes_nested_congruence_violation ... ok
test euf::tests::lazy_declared_sort_terminal_rung_bound_admits_above_the_default ... ok
test euf::tests::lazy_function_consistency_batches_all_equal_arg_pairs_after_violation ... ok
test euf::tests::lazy_function_consistency_does_not_preseed_one_sided_affine_bounds ... ok
test euf::tests::lazy_function_consistency_preseeds_affine_fixed_integer_argument_lemmas ... ok
test euf::tests::lazy_function_consistency_preseeds_fixed_integer_argument_lemmas ... ok
test euf::tests::lazy_function_consistency_schedules_unary_int_siblings_after_violation ... ok
test euf::tests::lazy_function_consistency_unknown_reports_cegar_stats ... ok
test dpll_lia::tests::bool_skeleton_encoder_survives_a_deep_boolean_spine ... ok
test euf::tests::lazy_ufbv_nested_application_sat_replays ... ok
test euf::tests::lazy_ufbv_refutes_congruence_violation ... ok
test euf::tests::lazy_ufbv_refutes_nested_application_congruence ... ok
test euf::tests::lazy_ufbv_sat_model_replays ... ok
test euf::tests::the_lemma_batch_cap_is_off_unless_spelled_exactly ... ok
test euf::tests::the_lemma_batch_cap_truncates_and_keeps_the_violated_pairs ... ok
test dpll_lia::tests::abstractor_survives_a_deep_boolean_spine ... ok
test euf::tests::committed_bounded_corpora_stay_under_admission_bound ... ok
test euf::tests::uf_arith_pathological_blowup_refused_quickly_as_unknown ... ok
test euf::tests::uf_arith_small_instances_decide_identically ... ok
test euf_alethe::tests::emits_checkable_transitivity_proof ... ok
test euf_alethe::tests::emits_congruence_binary ... ok
test euf::tests::uf_arith_overbound_unsat_decided_by_lazy ... ok
test euf_alethe::tests::emits_congruence_proof_unary ... ok
test euf_alethe::tests::emits_congruence_chain ... ok
test euf_alethe::tests::emits_congruence_with_transitive_arg ... ok
test euf_alethe::tests::emits_nested_congruence_proof ... ok
test euf_alethe::tests::emits_proof_for_array_extensionality ... ok
test euf_alethe::tests::emits_proof_for_longer_chain ... ok
test euf_alethe::tests::handles_reversed_disequality ... ok
test euf_alethe::tests::handles_reversed_edge ... ok
test euf_alethe::tests::none_for_satisfiable ... ok
test euf_alethe::tests::none_for_unrelated_function_diseq ... ok
test euf_alethe::tests::emits_mixed_congruence_transitivity_proof ... ok
test euf_egraph::tests::check_qf_uf_decides_unsat_and_sat ... ok
test euf_egraph::tests::check_qf_uf_sat_model_replays ... ok
test euf::tests::lazy_ufbv_matches_eager_differential ... ok
test euf_egraph::tests::check_qf_uf_with_config_verdict_invariant ... ok
test euf_egraph::tests::congruence_contradiction_is_proven_unsat ... ok
test euf_egraph::tests::conjunction_is_traversed ... ok
test euf_egraph::tests::consistent_assertions_are_not_claimed_unsat ... ok
test euf_egraph::tests::distinct_constants_force_unsat ... ok
test euf_egraph::tests::lazy_loop_does_not_claim_satisfiable_unsat ... ok
test euf_egraph::tests::lazy_loop_refutes_a_disjunction ... ok
test euf_egraph::tests::lazy_loop_refutes_transitive_disjunction_with_functions ... ok
test config_registry::tests::every_env_override_is_read_by_the_code ... ok
test euf_egraph::tests::online_cdclt_does_not_refute_independent_predicates ... ok
test euf_egraph::tests::online_cdclt_false_predicates_are_not_identified ... ok
test euf_egraph::tests::online_cdclt_refutes_boolean_predicate_congruence ... ok
test euf_egraph::tests::online_cdclt_refutes_through_predicate_iff_and_congruence ... ok
test euf_egraph::tests::online_euf_backtracks_a_merge_on_pop ... ok
test euf_egraph::tests::online_euf_detects_congruence_conflict_and_explains_it ... ok
test euf_egraph::tests::online_euf_detects_distinct_constant_collision ... ok
test euf_egraph::tests::online_euf_dynamic_atom_persists_while_assignment_backtracks ... ok
test euf_egraph::tests::online_euf_propagates_entailed_equalities ... ok
test euf_egraph::tests::online_euf_propagation_retracts_on_backtrack ... ok
test euf_egraph::tests::online_euf_root_atom_rejects_scopes_and_survives_later_backtracking ... ok
test euf_egraph::tests::online_euf_transitivity_conflict_core_is_complete ... ok
test euf_egraph::tests::prove_unsat_qf_uf_online_does_not_claim_satisfiable_unsat ... ok
test euf_egraph::tests::learned_clauses_are_entailed_and_shorter ... ok
test euf_egraph::tests::prove_unsat_qf_uf_online_refutes_a_disjunction ... ok
test euf_egraph::tests::prove_unsat_qf_uf_online_refutes_congruence ... ok
test euf_egraph::tests::prove_unsat_qf_uf_online_refutes_transitivity ... ok
test euf_egraph::tests::solve_qf_uf_online_decides_unsat ... ok
test euf_egraph::tests::solve_qf_uf_online_matches_check_qf_uf_differential ... ok
test euf_egraph::tests::solve_qf_uf_online_returns_a_replayed_sat_model ... ok
test auto::tests::unbounded_nonlinear_is_not_falsely_refuted ... ok
test euf::tests::uf_arith_blowup_via_check_auto_stays_bounded ... ok
test euf_egraph::tests::transitivity_chain_contradiction ... ok
test evidence::tests::a_forged_array_axiom_certificate_over_a_sat_query_is_refused ... ok
test evidence::tests::a_forged_finite_array_extensionality_certificate_missing_an_index_is_refused ... ok
test evidence::tests::a_forged_finite_array_extensionality_certificate_repeating_an_index_is_refused ... ok
test evidence::tests::a_forged_finite_array_extensionality_certificate_with_a_crossed_read_is_refused ... ok
test evidence::tests::a_forged_finite_array_extensionality_certificate_with_unasserted_reads_is_refused ... ok
test evidence::tests::a_forged_finite_array_extensionality_certificate_without_the_disequality_is_refused ... ok
test evidence::tests::a_forged_nra_even_power_certificate_naming_an_unasserted_conjunct_is_refused ... ok
test evidence::tests::a_forged_nra_even_power_certificate_over_a_mixed_product_is_refused ... ok
test auto::tests::mbqi_loop_entry_flag_is_true_when_the_refutation_loop_runs ... ok
test evidence::tests::a_forged_pigeonhole_certificate_counting_a_foreign_application_is_refused ... ok
test evidence::tests::a_forged_pigeonhole_certificate_understating_its_domain_is_refused ... ok
test evidence::tests::a_forged_pigeonhole_certificate_with_an_unasserted_pair_is_refused ... ok
test evidence::tests::a_forged_pigeonhole_certificate_at_an_exact_domain_fit_is_refused ... ok
test evidence::tests::ample_deadline_still_produces_the_proof ... ok
test evidence::tests::an_alethe_proof_naming_a_rule_carcara_lacks_is_not_portable ... ok
test evidence::tests::an_expired_check_deadline_still_decides_but_does_not_certify ... ok
test evidence::tests::certified_unsat_still_verifies ... ok
test evidence::tests::check_progress_sink_fires_and_does_not_change_the_certificate ... ok
test evidence::tests::bare_unsat_is_nothing_to_check_never_verified ... ok
test evidence::tests::expired_deadline_yields_a_decided_uncertified_unsat ... ok
test evidence::tests::produce_qf_bv_evidence_keeps_its_certificate_under_a_generous_timeout ... ok
test evidence::tests::proof_progress_sink_fires_and_does_not_change_the_certificate ... ok
test evidence::tests::sat_model_against_an_empty_subject_is_nothing_to_check ... ok
test evidence::tests::smtlib_evidence_rechecks_without_reparsing ... ok
test evidence::tests::smtlib_front_door_signature_is_unchanged ... ok
test evidence::tests::string_script_view_is_not_a_checking_subject ... ok
test evidence::tests::tampered_certificate_fails_rather_than_reading_as_unchecked ... ok
test evidence::tests::the_shipped_qf_abv_row_same_proof_is_portable ... ok
test evidence::tests::unknown_is_nothing_to_check_never_verified ... ok
test hypothesis_min::tests::an_unentailed_goal_is_not_found_not_closed ... ok
test evidence::tests::every_proof_carrying_variant_is_listed_as_portable ... ok
test hypothesis_min::tests::conjunctive_goals_split_into_lemmas ... ok
test hypothesis_min::tests::contradictory_hypotheses_are_refused_not_reported_as_a_proof ... ok
test bmc::tests::memory_bmc_is_bounded_before_the_write ... ok
test auto::tests::cap_overflowing_skolemized_chain_never_reports_sat ... ok
test hypothesis_min::tests::re_verification_is_respected ... ok
test hypothesis_min::tests::finds_the_minimal_sufficient_subset ... ok
test euf_egraph::tests::prove_unsat_qf_uf_online_matches_lazy_differential ... ok
test hypothesis_min::tests::minimisation_is_deterministic ... ok
test incremental::sound2_narrowing_site_tests::complete_model_filtered_carries_the_assignments_other_components ... ok
test incremental::sound2_narrowing_site_tests::filter_internal_model_keeps_every_component_including_the_invisible_two ... ok
test incremental::tests::corrupted_cache_model_fails_closed_and_is_evicted ... ok
test incremental::tests::incremental_solver_is_send_and_owns_no_shared_global_context ... ok
test incremental::tests::non_scalar_model_payload_is_never_cached ... ok
test hypothesis_min::tests::the_negated_goal_is_never_dropped ... ok
test incremental::tests::retained_solver_applies_resource_limit_to_each_sat_check ... ok
test incremental::tests::scalar_model_completion_gate_tracks_only_active_warm_theory_work ... ok
test lazy_bv::sound2_narrowing_site_tests::restrict_model_keeps_every_component_the_replay_saw ... ok
test lazy_smt_counters::tests::a_completed_round_reaches_the_board_before_the_guard_drops ... ok
test lazy_smt_counters::tests::recording_without_a_guard_records_nothing ... ok
test lazy_smt_counters::tests::the_last_round_is_pending_in_flight_and_filed_once_the_query_is_over ... ok
test lazy_smt_counters::tests::the_three_readings_are_distinguishable ... ok
test incremental::tests::structural_equality_observation_budget_is_exact ... ok
test lazy_smt_counters::tests::the_two_halves_of_a_round_are_counted_apart ... ok
test lia_counters::tests::a_collected_group_that_never_ran_reads_not_reached ... ok
test lia_counters::tests::a_thread_that_never_enabled_collection_reads_none_not_zero ... ok
test lia_counters::tests::a_group_the_policy_switched_off_reads_not_collected ... ok
test lia_counters::tests::arming_the_counters_does_not_change_a_verdict ... ok
test lia_counters::tests::every_group_is_incremented_by_a_real_online_query ... ok
test lia_counters::tests::every_group_is_representable_in_the_policy ... ok
test lia_counters::tests::the_clone_counter_still_fires_on_the_path_that_still_clones ... ok
test lia_counters::tests::the_cut_engines_own_pivots_are_counted_separately_from_the_simplexs ... ok
test lia_counters::tests::the_guard_restores_the_previous_policy_on_drop ... ok
test lia_counters::tests::the_offline_decider_reports_which_engine_ran ... ok
test lia_counters::tests::the_simplex_records_the_shape_of_the_system_it_was_handed ... ok
test lia_gcd::tests::certificate_cross_system_is_rejected ... ok
test lia_gcd::tests::certificate_overflow_yields_none ... ok
test lia_gcd::tests::certificate_hand_verified_zero_equals_one ... ok
test lia_gcd::tests::certificate_round_trip_accepts_all_refuted_systems ... ok
test lia_gcd::tests::certificate_satisfiable_system_yields_none ... ok
test lia_gcd::tests::certificate_wrong_multiplier_count_is_rejected ... ok
test lia_gcd::tests::coprime_combination_is_not_refuted ... ok
test lia_gcd::tests::diophantine_subsumes_single_equation_gcd ... ok
test lia_gcd::tests::each_equation_passes_gcd_but_system_infeasible ... ok
test dpll_lia::tests::a_core_wider_than_the_old_width_gate_is_minimized ... ok
test lia_gcd::tests::even_combination_equal_to_odd_is_unsat ... ok
test lia_gcd::tests::inequalities_in_system_are_ignored ... ok
test lia_gcd::tests::inequality_is_not_an_equation ... ok
test lia_gcd::tests::overflow_in_system_returns_not_refuted ... ok
test lia_gcd::tests::rhs_with_variable_is_handled ... ok
test lia_gcd::tests::certificate_tamper_is_rejected ... ok
test lia_gcd::tests::satisfiable_system_not_refuted ... ok
test lia_gcd::tests::satisfiable_with_only_inequalities_not_refuted ... ok
test lia_gcd::tests::scaled_rows_contradiction ... ok
test lia_gcd::tests::single_coefficient_nondivisor_is_unsat ... ok
test lia_gcd::tests::satisfiable_three_var_system_not_refuted ... ok
test lia_gcd::tests::three_variable_system_contradiction ... ok
test lia_gcd::tests::two_equations_combine_to_zero_equals_one ... ok
test lia_gcd::tests::underdetermined_feasible_system_not_refuted ... ok
test lia_online::tests::deferred_lia_feasibility_reports_conflict_from_propagate ... ok
test lia_online::tests::equality_atom_false_propagates_from_incompatible_bound ... ok
test lia_online::tests::equality_atom_true_constrains ... ok
test lia_online::tests::equality_atom_true_propagates_from_paired_bounds ... ok
test lia_online::tests::filter_propagations_are_entailed_over_the_integers ... ok
test lia_online::tests::infeasible_order_set_yields_lia_unsat_core ... ok
test euf_egraph::tests::bridge_node_survives_a_deep_term_spine ... ok
test euf_egraph::tests::the_eq_atom_dag_walk_returns_exactly_what_the_tree_walk_returns ... ok
test hypothesis_min::tests::reported_indices_are_ascending_unique_and_in_range ... ok
test lia_online::tests::large_online_lia_root_conflict_uses_deferred_feasibility ... ok
test lia_online::tests::non_lia_atom_is_a_no_op ... ok
test lia_online::tests::online_decider_agrees_on_a_strict_tightening_unsat ... ok
test lia_online::tests::online_decider_sat_model_replays_with_boolean_leaf ... ok
test lia_online::tests::online_decider_sat_model_replays_with_integers ... ok
test lia_online::tests::online_lia_timeout_reports_dpll_stats ... ok
test lia_online::tests::ordinary_integer_atom_sets_build_the_warm_filter ... ok
test lia_online::tests::parity_contradiction_never_comes_back_sat ... ok
test lia_online::tests::push_assert_pop_restores_feasibility ... ok
test lia_online::tests::rational_feasibility_is_not_integer_feasibility ... ok
test lia_online::tests::rational_only_value_does_not_replay_as_integer ... ok
test lia_online::tests::strict_tightening_set_yields_lia_unsat_core ... ok
test hypothesis_min::tests::reported_subset_independently_refutes_the_goal ... ok
test lia_online::tests::the_filter_refutes_the_integer_only_contradiction ... ok
test lia_online::tests::the_filter_does_not_prune_a_region_holding_an_integer_point ... ok
test lia_online::tests::dropping_the_rational_filter_does_not_change_a_verdict ... ok
test lia_online::tests::filter_verdicts_agree_with_the_offline_integer_decider ... ok
test lia_theory::tests::cdclt_driver_counts_forwarded_lia_propagation ... ok
test lia_theory::tests::deadline_yields_unknown ... ok
test lia_theory::tests::decides_sat_and_replays_via_cdclt ... ok
test lia_online::tests::warm_filter_matches_a_cold_theory_on_the_same_live_set ... ok
test lia_theory::tests::strict_tightening_unsat_via_cdclt ... ok
test lia_theory::tests::terminates_within_a_tight_step_budget ... ok
test lia_theory::tests::wrapper_conflict_core_carries_the_trigger ... ok
test lia_theory::tests::wrapper_does_not_duplicate_a_kept_trigger ... ok
test lia_theory::tests::wrapper_forwards_lia_theory_propagation ... ok
test live_instruments::tests::a_reading_published_by_a_running_worker_is_visible_from_another_thread ... ok
test live_instruments::tests::a_sample_round_trips_with_its_provenance ... ok
test live_instruments::tests::a_wrong_typed_read_reports_absence_rather_than_panicking ... ok
test live_instruments::tests::dropping_the_guard_restores_the_previous_board ... ok
test live_instruments::tests::publishing_without_a_board_is_a_no_op ... ok
test live_instruments::tests::sequence_numbers_order_two_different_instruments ... ok
test lra::cube_order_tests::a_large_system_is_decided_without_entering_fourier_motzkin ... ok
test lra::cube_order_tests::a_small_system_still_enters_fourier_motzkin_first ... ok
test lra::fragment_probe_tests::the_int_probe_agrees_with_the_decision_it_replaced ... ok
test lra::fragment_probe_tests::the_real_probe_agrees_with_the_decision_it_replaced ... ok
test lra::give_up_reason_tests::an_overflow_while_linearizing_is_an_incompleteness_and_not_a_timeout ... ok
test lia_theory::tests::disjunctive_refutation_via_cdclt ... ok
test lra::give_up_reason_tests::every_declared_give_up_variant_is_listed ... ok
test lra::give_up_reason_tests::no_detail_blames_an_engine_that_did_not_run ... ok
test lia_online::tests::the_shipped_warm_theory_answers_exactly_what_a_cold_theory_answers ... ok
test lra::gomory_internal_tests::gomory_decides_x_plus_y_half_unsat ... ok
test lra::gomory_internal_tests::int_collector_honors_an_expired_deadline ... ok
test lra::give_up_reason_tests::each_producer_reports_its_own_reason ... ok
test lra::gomory_internal_tests::lp_relaxation_core_minimizer_removes_redundant_atoms ... ok
test lra::gomory_internal_tests::lp_relaxation_unsat_core_allows_opaque_int_apps ... ok
test lra::gomory_internal_tests::lp_relaxation_unsat_core_names_integer_assertions ... ok
test lia_online::tests::lia_atom_collection_survives_a_deep_boolean_spine_in_stable_order ... ok
test lia_online::tests::warm_theory_answers_exactly_what_a_cold_theory_answers ... ok
test lra::gomory_internal_tests::int_collector_survives_a_deep_boolean_spine ... ok
test lra::memory_limit_tests::a_budget_that_fits_decides_the_query_unchanged ... ok
test lra::memory_limit_tests::a_multiplier_matrix_over_the_budget_is_refused_before_it_is_allocated ... ok
test lra::memory_limit_tests::a_tripped_watchdog_stops_the_collection_and_says_so ... ok
test lra::memory_limit_tests::a_tripped_watchdog_stops_the_elimination_loop_itself ... ok
test lra::memory_limit_tests::an_expired_deadline_ends_the_conjunctive_decider_without_a_verdict ... ok
test lra::memory_limit_tests::the_simplex_retry_is_priced_on_its_tableau_and_not_on_its_input_rows ... ok
test lra::memory_limit_tests::no_budget_admits_the_matrix_at_any_size ... ok
test lra::memory_limit_tests::the_multiplier_matrix_cost_is_quadratic_and_reaches_the_measured_oom ... ok
test lra::opaque_real_guard_tests::an_infeasible_abstraction_still_reaches_unsat ... ok
test lra::opaque_real_guard_tests::the_kill_switch_is_off_only_for_exactly_zero ... ok
test lra::opaque_real_guard_tests::g1_fourier_motzkin_sat_over_an_abstraction_is_incomplete_not_sat ... ok
test lra::opaque_real_guard_tests::g2_simplex_sat_over_an_abstraction_is_not_sat ... ok
test lra::warm::tests::a_retracted_literal_leaves_no_trace_in_the_next_verdict ... ok
test lra::warm::tests::a_warm_check_is_still_an_offline_call ... ok
test lra::warm::tests::policy_off_rebuilds_every_check ... ok
test lra::opaque_real_guard_tests::the_opaque_short_circuit_records_one_cube_decision ... ok
test lra::warm::tests::the_default_policy_keeps_the_rational_filter ... ok
test lra::warm::tests::an_unregistered_literal_key_is_an_error_not_an_omission ... ok
test lra::warm::tests::the_warm_group_can_be_switched_off_without_silencing_the_offline_one ... ok
test lra::warm::tests::warm_counters_attribute_every_check ... ok
test lra::warm::tests::an_evicted_literal_cache_changes_nothing_but_the_work ... ok
test lra_online::step_budget_termination_tests::full_budget_decides_php_unsat_no_deadline ... ok
test lra_online::step_budget_termination_tests::tiny_budget_declines_within_budget_no_deadline ... ok
test euf_egraph::tests::the_shared_fixture_really_does_unfold_exponentially ... ok
test lra_online::step_budget_termination_tests::varying_core_theory_terminates_no_deadline ... ok
test lra_online::tests::a_seed_bound_on_the_wrong_side_would_propagate_into_a_satisfiable_system ... ok
test lra_online::tests::atom_normalization_ceiling_declines_and_near_miss_is_admitted ... ok
test lra_online::tests::boolean_equality_declines_on_the_legacy_arm_and_means_iff_on_the_shipped_one ... ok
test lra_online::tests::crossing_bounds_on_one_multi_variable_form_are_refuted_with_a_two_literal_core ... ok
test lra_online::tests::dpll_unit_propagation_honors_expired_deadline ... ok
test lra_online::tests::driver_is_deterministic_across_repeated_runs ... ok
test lra_online::tests::an_asserted_form_bound_entails_looser_atoms_on_that_form_and_no_others ... ok
test lra_online::tests::equality_atom_true_constrains ... ok
test lra_online::tests::expired_deadline_stops_incremental_feasibility_and_model_rebuild ... ok
test lra_online::tests::expired_deadline_stops_theory_construction ... ok
test lra_online::tests::implied_bound_propagation_is_reproducible ... ok
test lra_online::tests::implied_bounds_propagate_an_atom_no_form_bound_could ... ok
test lra_online::tests::infeasible_set_yields_check_with_lra_unsat_core ... ok
test lra::warm::tests::warm_assembles_the_same_system_the_cold_path_builds ... ok
test lra_online::tests::minimization_removes_a_self_subsumed_literal ... ok
test lra_online::tests::non_lra_atom_is_a_no_op ... ok
test lra_online::tests::online_decider_agrees_on_a_small_unsat ... ok
test lra_online::tests::online_decider_sat_model_replays ... ok
test lra_online::tests::online_decider_sat_model_replays_with_boolean_leaf ... ok
test lra_online::tests::ordinary_atom_sets_are_decided_by_the_warm_simplex ... ok
test lra_online::tests::phase_saving_updates_on_assign_and_steers_redecision ... ok
