level	file	threshold_mult	admitted_at_level	source_arm	verdict	ms	exit_status	peak_rss_kb	decided_by
16	QF_LRA/LassoRanker/CooperatingT2/p-43.t2.c_Iteration4_Loop_4-pieceTemplate.smt2	16	True	65536	abort	7916	134	7735652	none
off	QF_LRA/LassoRanker/CooperatingT2/p-43.t2.c_Iteration4_Loop_4-pieceTemplate.smt2	16	True	65536	abort	7916	134	7735652	none
2	QF_LRA/LassoRanker/CooperatingT2/p-46.t2.c_Iteration2_Loop_7-phaseTemplate.smt2	30	False	shipped	unknown	24430	0	275284	none
4	QF_LRA/LassoRanker/CooperatingT2/p-46.t2.c_Iteration2_Loop_7-phaseTemplate.smt2	30	False	shipped	unknown	24430	0	275284	none
16	QF_LRA/LassoRanker/CooperatingT2/p-46.t2.c_Iteration2_Loop_7-phaseTemplate.smt2	30	False	shipped	unknown	24430	0	275284	none
off	QF_LRA/LassoRanker/CooperatingT2/p-46.t2.c_Iteration2_Loop_7-phaseTemplate.smt2	30	True	65536	unknown	24733	0	296696	none
2	QF_LRA/LassoRanker/CooperatingT2/queens.t2.c_Iteration19_Loop_7-phaseTemplate.smt2	28	False	shipped	unknown	24724	0	233552	none
4	QF_LRA/LassoRanker/CooperatingT2/queens.t2.c_Iteration19_Loop_7-phaseTemplate.smt2	28	False	shipped	unknown	24724	0	233552	none
16	QF_LRA/LassoRanker/CooperatingT2/queens.t2.c_Iteration19_Loop_7-phaseTemplate.smt2	28	False	shipped	unknown	24724	0	233552	none
off	QF_LRA/LassoRanker/CooperatingT2/queens.t2.c_Iteration19_Loop_7-phaseTemplate.smt2	28	True	65536	unknown	24731	0	275712	none
2	QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration3_Lasso_5-phaseTemplate.smt2	20	False	shipped	unknown	24231	0	154028	none
4	QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration3_Lasso_5-phaseTemplate.smt2	20	False	shipped	unknown	24231	0	154028	none
16	QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration3_Lasso_5-phaseTemplate.smt2	20	False	shipped	unknown	24231	0	154028	none
off	QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration3_Lasso_5-phaseTemplate.smt2	20	True	65536	unknown	24332	0	388080	none
2	QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration5_Lasso_6-phaseTemplate.smt2	38	False	shipped	unknown	24532	0	304724	none
4	QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration5_Lasso_6-phaseTemplate.smt2	38	False	shipped	unknown	24532	0	304724	none
16	QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration5_Lasso_6-phaseTemplate.smt2	38	False	shipped	unknown	24532	0	304724	none
off	QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration5_Lasso_6-phaseTemplate.smt2	38	True	65536	unknown	24430	0	296772	none
2	QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration6_Lasso_6-phaseTemplate.smt2	39	False	shipped	unknown	24432	0	289168	none
4	QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration6_Lasso_6-phaseTemplate.smt2	39	False	shipped	unknown	24432	0	289168	none
16	QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration6_Lasso_6-phaseTemplate.smt2	39	False	shipped	unknown	24432	0	289168	none
off	QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration6_Lasso_6-phaseTemplate.smt2	39	True	65536	unknown	24630	0	295588	none
2	QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration7_Loop_7-phaseTemplate.smt2	82	False	shipped	unknown	25132	0	596744	none
4	QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration7_Loop_7-phaseTemplate.smt2	82	False	shipped	unknown	25132	0	596744	none
16	QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration7_Loop_7-phaseTemplate.smt2	82	False	shipped	unknown	25132	0	596744	none
off	QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration7_Loop_7-phaseTemplate.smt2	82	True	65536	unknown	25131	0	698916	none
2	QF_LRA/LassoRanker/CooperatingT2/sumit.t2.c_Iteration1_Lasso_7-phaseTemplate.smt2	31	False	shipped	unknown	24731	0	257648	none
4	QF_LRA/LassoRanker/CooperatingT2/sumit.t2.c_Iteration1_Lasso_7-phaseTemplate.smt2	31	False	shipped	unknown	24731	0	257648	none
16	QF_LRA/LassoRanker/CooperatingT2/sumit.t2.c_Iteration1_Lasso_7-phaseTemplate.smt2	31	False	shipped	unknown	24731	0	257648	none
off	QF_LRA/LassoRanker/CooperatingT2/sumit.t2.c_Iteration1_Lasso_7-phaseTemplate.smt2	31	True	65536	unknown	24431	0	267300	none
2	QF_LRA/LassoRanker/CooperatingT2/toeplz.c.i.toeplz.pl.t2.fixed.t2.c_Iteration2_Loop_7-phaseTemplate.smt2	52	False	shipped	unknown	25131	0	489008	none
4	QF_LRA/LassoRanker/CooperatingT2/toeplz.c.i.toeplz.pl.t2.fixed.t2.c_Iteration2_Loop_7-phaseTemplate.smt2	52	False	shipped	unknown	25131	0	489008	none
16	QF_LRA/LassoRanker/CooperatingT2/toeplz.c.i.toeplz.pl.t2.fixed.t2.c_Iteration2_Loop_7-phaseTemplate.smt2	52	False	shipped	unknown	25131	0	489008	none
off	QF_LRA/LassoRanker/CooperatingT2/toeplz.c.i.toeplz.pl.t2.fixed.t2.c_Iteration2_Loop_7-phaseTemplate.smt2	52	True	65536	unknown	25131	0	590656	none
2	QF_LRA/LassoRanker/SV-COMP/Ben-Amram-2010LMCS-Ex2.3_true-termination.c_Iteration1_Lasso_3-pieceTemplate.smt2	28	False	shipped	unknown	24632	0	185892	none
4	QF_LRA/LassoRanker/SV-COMP/Ben-Amram-2010LMCS-Ex2.3_true-termination.c_Iteration1_Lasso_3-pieceTemplate.smt2	28	False	shipped	unknown	24632	0	185892	none
16	QF_LRA/LassoRanker/SV-COMP/Ben-Amram-2010LMCS-Ex2.3_true-termination.c_Iteration1_Lasso_3-pieceTemplate.smt2	28	False	shipped	unknown	24632	0	185892	none
off	QF_LRA/LassoRanker/SV-COMP/Ben-Amram-2010LMCS-Ex2.3_true-termination.c_Iteration1_Lasso_3-pieceTemplate.smt2	28	True	65536	unknown	24426	0	227636	none
2	QF_LRA/LassoRanker/SV-COMP/BradleyMannaSipma-2005CAV-Fig1_true-termination.c_Iteration1_Lasso_7-phaseTemplate.smt2	34	False	shipped	unknown	24332	0	232616	none
4	QF_LRA/LassoRanker/SV-COMP/BradleyMannaSipma-2005CAV-Fig1_true-termination.c_Iteration1_Lasso_7-phaseTemplate.smt2	34	False	shipped	unknown	24332	0	232616	none
16	QF_LRA/LassoRanker/SV-COMP/BradleyMannaSipma-2005CAV-Fig1_true-termination.c_Iteration1_Lasso_7-phaseTemplate.smt2	34	False	shipped	unknown	24332	0	232616	none
off	QF_LRA/LassoRanker/SV-COMP/BradleyMannaSipma-2005CAV-Fig1_true-termination.c_Iteration1_Lasso_7-phaseTemplate.smt2	34	True	65536	unknown	24328	0	260388	none
2	QF_LRA/LassoRanker/SV-COMP/CookSeeZuleger-2013TACAS-Fig3_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	64	False	shipped	unknown	24833	0	381500	none
4	QF_LRA/LassoRanker/SV-COMP/CookSeeZuleger-2013TACAS-Fig3_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	64	False	shipped	unknown	24833	0	381500	none
16	QF_LRA/LassoRanker/SV-COMP/CookSeeZuleger-2013TACAS-Fig3_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	64	False	shipped	unknown	24833	0	381500	none
off	QF_LRA/LassoRanker/SV-COMP/CookSeeZuleger-2013TACAS-Fig3_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	64	True	65536	unknown	24728	0	434676	none
2	QF_LRA/LassoRanker/SV-COMP/GulwaniJainKoskinen-2009PLDI-Fig1_true-termination.c_Iteration1_Lasso_4-pieceTemplate.smt2	209	False	shipped	unknown	25132	0	1020088	none
4	QF_LRA/LassoRanker/SV-COMP/GulwaniJainKoskinen-2009PLDI-Fig1_true-termination.c_Iteration1_Lasso_4-pieceTemplate.smt2	209	False	shipped	unknown	25132	0	1020088	none
16	QF_LRA/LassoRanker/SV-COMP/GulwaniJainKoskinen-2009PLDI-Fig1_true-termination.c_Iteration1_Lasso_4-pieceTemplate.smt2	209	False	shipped	unknown	25132	0	1020088	none
off	QF_LRA/LassoRanker/SV-COMP/GulwaniJainKoskinen-2009PLDI-Fig1_true-termination.c_Iteration1_Lasso_4-pieceTemplate.smt2	209	True	65536	unknown	25130	0	883348	none
2	QF_LRA/LassoRanker/SV-COMP/KroeningSharyginaTsitovichWintersteiger-2010CAV-Fig1_true-termination.c_Iteration1_Lasso_3-pieceTemplate.smt2	173	False	shipped	unknown	25134	0	779460	none
4	QF_LRA/LassoRanker/SV-COMP/KroeningSharyginaTsitovichWintersteiger-2010CAV-Fig1_true-termination.c_Iteration1_Lasso_3-pieceTemplate.smt2	173	False	shipped	unknown	25134	0	779460	none
16	QF_LRA/LassoRanker/SV-COMP/KroeningSharyginaTsitovichWintersteiger-2010CAV-Fig1_true-termination.c_Iteration1_Lasso_3-pieceTemplate.smt2	173	False	shipped	unknown	25134	0	779460	none
off	QF_LRA/LassoRanker/SV-COMP/KroeningSharyginaTsitovichWintersteiger-2010CAV-Fig1_true-termination.c_Iteration1_Lasso_3-pieceTemplate.smt2	173	True	65536	unknown	25131	0	858064	none
2	QF_LRA/LassoRanker/SV-COMP/LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Lasso_3-pieceTemplate.smt2	17	False	shipped	unknown	24233	0	111516	none
4	QF_LRA/LassoRanker/SV-COMP/LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Lasso_3-pieceTemplate.smt2	17	False	shipped	unknown	24233	0	111516	none
16	QF_LRA/LassoRanker/SV-COMP/LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Lasso_3-pieceTemplate.smt2	17	False	shipped	unknown	24233	0	111516	none
off	QF_LRA/LassoRanker/SV-COMP/LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Lasso_3-pieceTemplate.smt2	17	True	65536	unknown	24229	0	206496	none
2	QF_LRA/LassoRanker/SV-COMP/LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Loop_7-phaseTemplate.smt2	15	False	shipped	unknown	24133	0	120508	none
4	QF_LRA/LassoRanker/SV-COMP/LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Loop_7-phaseTemplate.smt2	15	False	shipped	unknown	24133	0	120508	none
16	QF_LRA/LassoRanker/SV-COMP/LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Loop_7-phaseTemplate.smt2	15	True	65536	abort	7314	134	7738004	none
off	QF_LRA/LassoRanker/SV-COMP/LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Loop_7-phaseTemplate.smt2	15	True	65536	abort	7314	134	7738004	none
2	QF_LRA/LassoRanker/SV-COMP/Masse_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	17	False	shipped	unknown	24232	0	113160	none
4	QF_LRA/LassoRanker/SV-COMP/Masse_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	17	False	shipped	unknown	24232	0	113160	none
16	QF_LRA/LassoRanker/SV-COMP/Masse_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	17	False	shipped	unknown	24232	0	113160	none
off	QF_LRA/LassoRanker/SV-COMP/Masse_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	17	True	65536	abort	7314	134	7505552	none
2	QF_LRA/LassoRanker/SV-COMP/NoriSharma-2013FSE-Fig8_true-termination.c_Iteration1_Loop_5-phaseTemplate.smt2	13	False	shipped	unknown	24131	0	94152	none
4	QF_LRA/LassoRanker/SV-COMP/NoriSharma-2013FSE-Fig8_true-termination.c_Iteration1_Loop_5-phaseTemplate.smt2	13	False	shipped	unknown	24131	0	94152	none
16	QF_LRA/LassoRanker/SV-COMP/NoriSharma-2013FSE-Fig8_true-termination.c_Iteration1_Loop_5-phaseTemplate.smt2	13	True	65536	abort	6514	134	7756836	none
off	QF_LRA/LassoRanker/SV-COMP/NoriSharma-2013FSE-Fig8_true-termination.c_Iteration1_Loop_5-phaseTemplate.smt2	13	True	65536	abort	6514	134	7756836	none
2	QF_LRA/LassoRanker/SV-COMP/TelAviv-Amir-Minimum_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	239	False	shipped	unknown	25133	0	1141696	none
4	QF_LRA/LassoRanker/SV-COMP/TelAviv-Amir-Minimum_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	239	False	shipped	unknown	25133	0	1141696	none
16	QF_LRA/LassoRanker/SV-COMP/TelAviv-Amir-Minimum_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	239	False	shipped	unknown	25133	0	1141696	none
off	QF_LRA/LassoRanker/SV-COMP/TelAviv-Amir-Minimum_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	239	True	65536	unknown	25125	0	1164296	none
2	QF_LRA/LassoRanker/SV-COMP/aviad_true-termination.c_Iteration1_Loop_4-nestedTemplate.smt2	110	False	shipped	unknown	25131	0	649588	none
4	QF_LRA/LassoRanker/SV-COMP/aviad_true-termination.c_Iteration1_Loop_4-nestedTemplate.smt2	110	False	shipped	unknown	25131	0	649588	none
16	QF_LRA/LassoRanker/SV-COMP/aviad_true-termination.c_Iteration1_Loop_4-nestedTemplate.smt2	110	False	shipped	unknown	25131	0	649588	none
off	QF_LRA/LassoRanker/SV-COMP/aviad_true-termination.c_Iteration1_Loop_4-nestedTemplate.smt2	110	True	65536	unknown	25128	0	791544	none
2	QF_LRA/LassoRanker/SV-COMP/joey_false-termination.c_Iteration1_Loop_7-phaseTemplate.smt2	11	False	shipped	unknown	24232	0	91268	none
4	QF_LRA/LassoRanker/SV-COMP/joey_false-termination.c_Iteration1_Loop_7-phaseTemplate.smt2	11	False	shipped	unknown	24232	0	91268	none
16	QF_LRA/LassoRanker/SV-COMP/joey_false-termination.c_Iteration1_Loop_7-phaseTemplate.smt2	11	True	65536	abort	6414	134	7661640	none
off	QF_LRA/LassoRanker/SV-COMP/joey_false-termination.c_Iteration1_Loop_7-phaseTemplate.smt2	11	True	65536	abort	6414	134	7661640	none
2	QF_LRA/LassoRanker/Ultimate/2013POPL-BenAmGen-Ex4.2.bpl_Iteration1_Lasso_4-pieceTemplate.smt2	2	True	65536	unknown	24126	0	41152	none
4	QF_LRA/LassoRanker/Ultimate/2013POPL-BenAmGen-Ex4.2.bpl_Iteration1_Lasso_4-pieceTemplate.smt2	2	True	65536	unknown	24126	0	41152	none
16	QF_LRA/LassoRanker/Ultimate/2013POPL-BenAmGen-Ex4.2.bpl_Iteration1_Lasso_4-pieceTemplate.smt2	2	True	65536	unknown	24126	0	41152	none
off	QF_LRA/LassoRanker/Ultimate/2013POPL-BenAmGen-Ex4.2.bpl_Iteration1_Lasso_4-pieceTemplate.smt2	2	True	65536	unknown	24126	0	41152	none
2	QF_LRA/LassoRanker/Ultimate/Braverman-2006CAV-Ex1-int.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	1	True	shipped	unknown	24030	0	34780	none
4	QF_LRA/LassoRanker/Ultimate/Braverman-2006CAV-Ex1-int.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	1	True	shipped	unknown	24030	0	34780	none
16	QF_LRA/LassoRanker/Ultimate/Braverman-2006CAV-Ex1-int.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	1	True	shipped	unknown	24030	0	34780	none
off	QF_LRA/LassoRanker/Ultimate/Braverman-2006CAV-Ex1-int.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	1	True	shipped	unknown	24030	0	34780	none
2	QF_LRA/LassoRanker/Ultimate/Canberra.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	18	False	shipped	unknown	24130	0	124824	none
4	QF_LRA/LassoRanker/Ultimate/Canberra.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	18	False	shipped	unknown	24130	0	124824	none
16	QF_LRA/LassoRanker/Ultimate/Canberra.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	18	False	shipped	unknown	24130	0	124824	none
off	QF_LRA/LassoRanker/Ultimate/Canberra.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	18	True	65536	abort	7414	134	7568888	none
2	QF_LRA/LassoRanker/Ultimate/Collatz.bpl_Iteration1_Loop_6-phaseTemplate.smt2	129	False	shipped	unknown	25132	0	796404	none
4	QF_LRA/LassoRanker/Ultimate/Collatz.bpl_Iteration1_Loop_6-phaseTemplate.smt2	129	False	shipped	unknown	25132	0	796404	none
16	QF_LRA/LassoRanker/Ultimate/Collatz.bpl_Iteration1_Loop_6-phaseTemplate.smt2	129	False	shipped	unknown	25132	0	796404	none
off	QF_LRA/LassoRanker/Ultimate/Collatz.bpl_Iteration1_Loop_6-phaseTemplate.smt2	129	True	65536	unknown	25031	0	764988	none
2	QF_LRA/LassoRanker/Ultimate/Gcd.bpl_Iteration1_Lasso_7-phaseTemplate.smt2	14	False	shipped	unknown	24230	0	102252	none
4	QF_LRA/LassoRanker/Ultimate/Gcd.bpl_Iteration1_Lasso_7-phaseTemplate.smt2	14	False	shipped	unknown	24230	0	102252	none
16	QF_LRA/LassoRanker/Ultimate/Gcd.bpl_Iteration1_Lasso_7-phaseTemplate.smt2	14	True	65536	unknown	24330	0	3001812	none
off	QF_LRA/LassoRanker/Ultimate/Gcd.bpl_Iteration1_Lasso_7-phaseTemplate.smt2	14	True	65536	unknown	24330	0	3001812	none
2	QF_LRA/LassoRanker/Ultimate/Gcd_havoc.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	7	False	shipped	unknown	24131	0	59724	none
4	QF_LRA/LassoRanker/Ultimate/Gcd_havoc.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	7	False	shipped	unknown	24131	0	59724	none
16	QF_LRA/LassoRanker/Ultimate/Gcd_havoc.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	7	True	65536	unknown	24129	0	375664	none
off	QF_LRA/LassoRanker/Ultimate/Gcd_havoc.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	7	True	65536	unknown	24129	0	375664	none
2	QF_LRA/LassoRanker/Ultimate/Lobnya-Boolean-Reordered.bpl_Iteration1_Lasso_7-phaseTemplate.smt2	12	False	shipped	unknown	24126	0	90892	none
4	QF_LRA/LassoRanker/Ultimate/Lobnya-Boolean-Reordered.bpl_Iteration1_Lasso_7-phaseTemplate.smt2	12	False	shipped	unknown	24126	0	90892	none
16	QF_LRA/LassoRanker/Ultimate/Lobnya-Boolean-Reordered.bpl_Iteration1_Lasso_7-phaseTemplate.smt2	12	True	65536	unknown	24329	0	4987664	none
off	QF_LRA/LassoRanker/Ultimate/Lobnya-Boolean-Reordered.bpl_Iteration1_Lasso_7-phaseTemplate.smt2	12	True	65536	unknown	24329	0	4987664	none
2	QF_LRA/LassoRanker/Ultimate/OpposedDisjuncts.bpl_Iteration1_Lasso_2-pieceTemplate.smt2	11	False	shipped	unknown	24130	0	74664	none
4	QF_LRA/LassoRanker/Ultimate/OpposedDisjuncts.bpl_Iteration1_Lasso_2-pieceTemplate.smt2	11	False	shipped	unknown	24130	0	74664	none
16	QF_LRA/LassoRanker/Ultimate/OpposedDisjuncts.bpl_Iteration1_Lasso_2-pieceTemplate.smt2	11	True	65536	abort	6313	134	7687856	none
off	QF_LRA/LassoRanker/Ultimate/OpposedDisjuncts.bpl_Iteration1_Lasso_2-pieceTemplate.smt2	11	True	65536	abort	6313	134	7687856	none
2	QF_LRA/LassoRanker/Ultimate/SyntaxSupportBooleans5.bpl_Iteration1_Loop_4-pieceTemplate.smt2	11	False	shipped	unknown	24129	0	69700	none
4	QF_LRA/LassoRanker/Ultimate/SyntaxSupportBooleans5.bpl_Iteration1_Loop_4-pieceTemplate.smt2	11	False	shipped	unknown	24129	0	69700	none
16	QF_LRA/LassoRanker/Ultimate/SyntaxSupportBooleans5.bpl_Iteration1_Loop_4-pieceTemplate.smt2	11	True	65536	abort	6414	134	7664288	none
off	QF_LRA/LassoRanker/Ultimate/SyntaxSupportBooleans5.bpl_Iteration1_Loop_4-pieceTemplate.smt2	11	True	65536	abort	6414	134	7664288	none
2	QF_LRA/LassoRanker/Ultimate/TelAviv-AmirMinimum.bpl_Iteration1_Loop_4-pieceTemplate.smt2	38	False	shipped	unknown	24329	0	219512	none
4	QF_LRA/LassoRanker/Ultimate/TelAviv-AmirMinimum.bpl_Iteration1_Loop_4-pieceTemplate.smt2	38	False	shipped	unknown	24329	0	219512	none
16	QF_LRA/LassoRanker/Ultimate/TelAviv-AmirMinimum.bpl_Iteration1_Loop_4-pieceTemplate.smt2	38	False	shipped	unknown	24329	0	219512	none
off	QF_LRA/LassoRanker/Ultimate/TelAviv-AmirMinimum.bpl_Iteration1_Loop_4-pieceTemplate.smt2	38	True	65536	unknown	24729	0	282148	none
2	QF_LRA/LassoRanker/Ultimate/bound-scaled600.bpl_Iteration1_Loop_7-phaseTemplate.smt2	1	True	shipped	unknown	25131	0	536104	none
4	QF_LRA/LassoRanker/Ultimate/bound-scaled600.bpl_Iteration1_Loop_7-phaseTemplate.smt2	1	True	shipped	unknown	25131	0	536104	none
16	QF_LRA/LassoRanker/Ultimate/bound-scaled600.bpl_Iteration1_Loop_7-phaseTemplate.smt2	1	True	shipped	unknown	25131	0	536104	none
off	QF_LRA/LassoRanker/Ultimate/bound-scaled600.bpl_Iteration1_Loop_7-phaseTemplate.smt2	1	True	shipped	unknown	25131	0	536104	none
2	QF_LRA/LassoRanker/Ultimate/simple-scaled200.bpl_Iteration1_Lasso_3-pieceTemplate.smt2	121	False	shipped	unknown	25128	0	592340	none
4	QF_LRA/LassoRanker/Ultimate/simple-scaled200.bpl_Iteration1_Lasso_3-pieceTemplate.smt2	121	False	shipped	unknown	25128	0	592340	none
16	QF_LRA/LassoRanker/Ultimate/simple-scaled200.bpl_Iteration1_Lasso_3-pieceTemplate.smt2	121	False	shipped	unknown	25128	0	592340	none
off	QF_LRA/LassoRanker/Ultimate/simple-scaled200.bpl_Iteration1_Lasso_3-pieceTemplate.smt2	121	True	65536	unknown	25129	0	723480	none
2	QF_LRA/LassoRanker/Ultimate/simple-scaled200.bpl_Iteration1_Lasso_7-nestedTemplate.smt2	53	False	shipped	unknown	24929	0	300952	none
4	QF_LRA/LassoRanker/Ultimate/simple-scaled200.bpl_Iteration1_Lasso_7-nestedTemplate.smt2	53	False	shipped	unknown	24929	0	300952	none
16	QF_LRA/LassoRanker/Ultimate/simple-scaled200.bpl_Iteration1_Lasso_7-nestedTemplate.smt2	53	False	shipped	unknown	24929	0	300952	none
off	QF_LRA/LassoRanker/Ultimate/simple-scaled200.bpl_Iteration1_Lasso_7-nestedTemplate.smt2	53	True	65536	unknown	25130	0	351468	none
2	QF_LRA/LassoRanker/Ultimate/simple-scaled250.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	1	True	shipped	unknown	25128	0	877728	none
4	QF_LRA/LassoRanker/Ultimate/simple-scaled250.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	1	True	shipped	unknown	25128	0	877728	none
16	QF_LRA/LassoRanker/Ultimate/simple-scaled250.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	1	True	shipped	unknown	25128	0	877728	none
off	QF_LRA/LassoRanker/Ultimate/simple-scaled250.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	1	True	shipped	unknown	25128	0	877728	none
2	QF_LRA/LassoRanker/Ultimate/yPositive-SIscaled50.bpl_Iteration1_Loop_4-pieceTemplate.smt2	25	False	shipped	unknown	24529	0	169504	none
4	QF_LRA/LassoRanker/Ultimate/yPositive-SIscaled50.bpl_Iteration1_Loop_4-pieceTemplate.smt2	25	False	shipped	unknown	24529	0	169504	none
16	QF_LRA/LassoRanker/Ultimate/yPositive-SIscaled50.bpl_Iteration1_Loop_4-pieceTemplate.smt2	25	False	shipped	unknown	24529	0	169504	none
off	QF_LRA/LassoRanker/Ultimate/yPositive-SIscaled50.bpl_Iteration1_Loop_4-pieceTemplate.smt2	25	True	65536	unknown	24428	0	205044	none
2	QF_LRA/LassoRanker/Ultimate/yPositive-SIscaled75.bpl_Iteration1_Loop_7-phaseTemplate.smt2	65	False	shipped	unknown	25130	0	417592	none
4	QF_LRA/LassoRanker/Ultimate/yPositive-SIscaled75.bpl_Iteration1_Loop_7-phaseTemplate.smt2	65	False	shipped	unknown	25130	0	417592	none
16	QF_LRA/LassoRanker/Ultimate/yPositive-SIscaled75.bpl_Iteration1_Loop_7-phaseTemplate.smt2	65	False	shipped	unknown	25130	0	417592	none
off	QF_LRA/LassoRanker/Ultimate/yPositive-SIscaled75.bpl_Iteration1_Loop_7-phaseTemplate.smt2	65	True	65536	unknown	25129	0	470432	none
2	QF_LRA/TM/p-driverlogNumeric_s7.smt2	1	True	shipped	sat	107	0	25056	nra
4	QF_LRA/TM/p-driverlogNumeric_s7.smt2	1	True	shipped	sat	107	0	25056	nra
16	QF_LRA/TM/p-driverlogNumeric_s7.smt2	1	True	shipped	sat	107	0	25056	nra
off	QF_LRA/TM/p-driverlogNumeric_s7.smt2	1	True	shipped	sat	107	0	25056	nra
2	QF_LRA/TM/p5-driverlogNumeric_s9.smt2	1	True	shipped	unsat	208	0	50808	nra
4	QF_LRA/TM/p5-driverlogNumeric_s9.smt2	1	True	shipped	unsat	208	0	50808	nra
16	QF_LRA/TM/p5-driverlogNumeric_s9.smt2	1	True	shipped	unsat	208	0	50808	nra
off	QF_LRA/TM/p5-driverlogNumeric_s9.smt2	1	True	shipped	unsat	208	0	50808	nra
2	QF_LRA/TM/p7-driverlogNumeric_s8.smt2	3	False	shipped	unknown	24129	0	47788	none
4	QF_LRA/TM/p7-driverlogNumeric_s8.smt2	3	True	65536	unknown	24133	0	135616	none
16	QF_LRA/TM/p7-driverlogNumeric_s8.smt2	3	True	65536	unknown	24133	0	135616	none
off	QF_LRA/TM/p7-driverlogNumeric_s8.smt2	3	True	65536	unknown	24133	0	135616	none
2	QF_LRA/clock_synchro/clocksynchro_2clocks.main_invar.base.smt2	1	True	shipped	unsat	2912	0	74104	nra
4	QF_LRA/clock_synchro/clocksynchro_2clocks.main_invar.base.smt2	1	True	shipped	unsat	2912	0	74104	nra
16	QF_LRA/clock_synchro/clocksynchro_2clocks.main_invar.base.smt2	1	True	shipped	unsat	2912	0	74104	nra
off	QF_LRA/clock_synchro/clocksynchro_2clocks.main_invar.base.smt2	1	True	shipped	unsat	2912	0	74104	nra
2	QF_LRA/clock_synchro/clocksynchro_4clocks.main_invar.base.smt2	1	True	shipped	unsat	1010	0	19600	nra
4	QF_LRA/clock_synchro/clocksynchro_4clocks.main_invar.base.smt2	1	True	shipped	unsat	1010	0	19600	nra
16	QF_LRA/clock_synchro/clocksynchro_4clocks.main_invar.base.smt2	1	True	shipped	unsat	1010	0	19600	nra
off	QF_LRA/clock_synchro/clocksynchro_4clocks.main_invar.base.smt2	1	True	shipped	unsat	1010	0	19600	nra
2	QF_LRA/clock_synchro/clocksynchro_6clocks.main_invar.base.smt2	1	True	shipped	unsat	2612	0	22512	nra
4	QF_LRA/clock_synchro/clocksynchro_6clocks.main_invar.base.smt2	1	True	shipped	unsat	2612	0	22512	nra
16	QF_LRA/clock_synchro/clocksynchro_6clocks.main_invar.base.smt2	1	True	shipped	unsat	2612	0	22512	nra
